Unique Identifier (SKU),Title,Cost,Product Type,Delivery time,Pictures,Bullet points,Details,Options,URL,Reviews,Seller,Category,Inventory,Special Offer,Fulfillment,Date
46229184,Mucinex Expectorant Extended Release Bi-Layer Tablets 40 Tablets (Pack of 2),48.78,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/fac4ca2a-cc10-4f31-9d66-875ec73b9ace_1.1c15a74762dc6240fa6d47924d7bad68.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Mucinex'}, {'name': 'Assembled Product Weight', 'value': '0.24 Pounds'}]",,https://www.walmart.com/ip/Mucinex-Expectorant-Extended-Release-Bi-Layer-Tablets-40-Tablets-Pack-of-2/46229184,0,Pharmapacks,"Home Page/Health/Medicine Cabinet/Cough, Cold & Flu",134,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46229259,Bayer 81mg Enteric Low Dose Pain Relief Aspirin Tablets 300 ea (Pack of 2),31.71,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/31ae0eae-2121-4437-b3df-69baf2090441_1.c10ce8839ecbb7678c0a793086bb9e6a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Bayer'}, {'name': 'Assembled Product Weight', 'value': '0.36 Pounds'}]",,https://www.walmart.com/ip/Bayer-81mg-Enteric-Low-Dose-Pain-Relief-Aspirin-Tablets-300-ea-Pack-of-2/46229259,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46229417,Sea-Band Acupressure Wrist Bands 1 Pair (Pack of 6),40.96,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/e094fa59-44e1-4a6f-91fc-e4ccf0ef4d7e_1.37bc7ae3b9cccd60647eec47ba9a72c0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Sea-Band'}, {'name': 'Assembled Product Weight', 'value': '0.36 Pounds'}]",,https://www.walmart.com/ip/Sea-Band-Acupressure-Wrist-Bands-1-Pair-Pack-of-6/46229417,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,53,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46229573,CLARITIN 24 Hour Allergy Liqui-Gels 10 ea (Pack of 6),68.32,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/e1f42230-8d32-4c43-8a2d-0c5727cb90ab_1.1c2732535ce6dfbb364214912867c100.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Claritin'}, {'name': 'Assembled Product Weight', 'value': '0.24 Pounds'}]",,https://www.walmart.com/ip/CLARITIN-24-Hour-Allergy-Liqui-Gels-10-Liqui-Gels-Pack-of-6/46229573,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Allergy,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46230088,Nexcare Tegaderm Transparent Dressings 4 Inches X 4-3/4 Inches 4 Each (Pack of 3),35.13,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/6cad62af-214f-4148-b16f-6887e5b2ac33_1.90562c81c4ab401d1776ea2348a86018.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Nexcare'}, {'name': 'Assembled Product Weight', 'value': '0.39 Pounds'}]",,https://www.walmart.com/ip/Nexcare-Tegaderm-Transparent-Dressings-4-Inches-X-4-3-4-Inches-4-Each-Pack-of-3/46230088,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,61,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46230211,Kaz HealthMist Humidifer 1 Each (Pack of 2),62.35,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/5b6e2413-57d7-4ab4-8be5-4734903ddcc7_1.b2506e681eb0ff8dae7b2789f7771c7b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Kaz'}, {'name': 'Assembled Product Weight', 'value': '7.06 Pounds'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '13.30 x 7.80 x 11.50 Inches'}]",,https://www.walmart.com/ip/Kaz-HealthMist-Humidifer-1-Each-Pack-of-2/46230211,0,Pharmapacks,"Home Page/Home Improvement/Heating, Cooling, & Air Quality/Air Quality/Humidifiers/All Humidifiers",175,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46230307,Imodium A-D Liquid Mint Flavor 8 oz (Pack of 6),56.5,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/5e79cceb-652d-4fc5-8bf1-9ff98338b65b_1.26b6e0dcf57a40b911dbe0545eb7c7c0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'manufacturer_part_number', 'value': 'A-D'}, {'name': 'Brand', 'value': 'Imodium'}, {'name': 'Assembled Product Weight', 'value': '3.84 Pounds'}]",,https://www.walmart.com/ip/Imodium-A-D-Liquid-Mint-Flavor-8-oz-Pack-of-6/46230307,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,60,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46230432,Abreva Cold Sore/Fever Blister Treatment 2g (Pack of 2),38.59,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/84be4aa8-51cf-471b-ad3a-61b2af298e63_1.8eda85f761e0ca8f016e1c20bafd10ec.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Abreva'}, {'name': 'Assembled Product Weight', 'value': '0.12 Pounds'}]",,https://www.walmart.com/ip/Abreva-Cold-Sore-Fever-Blister-Treatment-2g-Pack-of-2/46230432,231,Pharmapacks,Home Page/Health/Medicine Cabinet/Skin Treatments,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46230455,Align Capsules 42 ea (Pack of 3),89.95,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/11328f30-6488-43cd-90e2-bcde905ac85e_1.9036aec477abcc34c62a825ec8e42ec7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Align'}, {'name': 'Assembled Product Weight', 'value': '0.42 Pounds'}]",,https://www.walmart.com/ip/Align-Capsules-42-ea-Pack-of-3/46230455,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46230513,Phillips' Concentrated Milk of Magnesia Fresh Strawberry 8 oz (Pack of 3),28.75,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/503703f2-ee95-45f7-beee-4a9030e72bd8_1.d24d3233de26b5b0eaa53f80caa4bb5f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Philips'}, {'name': 'Assembled Product Weight', 'value': '2.22 Pounds'}]",,https://www.walmart.com/ip/Phillips-Concentrated-Milk-of-Magnesia-Fresh-Strawberry-8-oz-Pack-of-3/46230513,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,36,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232036,Phillips' Concentrated Milk of Magnesia Fresh Strawberry 8 oz (Pack of 6),53.63,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/e1f607e0-dc4b-445c-ae25-5d5d1804df66_1.6603fb6fa992d56fdb111e56fd8c6647.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Philips'}, {'name': 'Assembled Product Weight', 'value': '4.44 Pounds'}]",,https://www.walmart.com/ip/Phillips-Concentrated-Milk-of-Magnesia-Fresh-Strawberry-8-oz-Pack-of-6/46232036,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,17,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232090,Colace Stool Softner 100 mg Capsules 60 ea (Pack of 6),97.94,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/ce5765c2-cf94-491d-9d40-d0eb3ef982bb_1.57bd8a756e7ec04db06134c9f4e3b93b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Colace'}, {'name': 'Assembled Product Weight', 'value': '0.96 Pounds'}]",,https://www.walmart.com/ip/Colace-100-mg-Capsules-60-Capsules-Pack-of-6/46232090,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,90,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232148,Protec Cleaning Cartridge 1 Each (Pack of 6),37.24,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/b7b31e8d-6035-40e0-9f06-ff94b269dbb0_1.3def13cb727e602b58acf363ca5ed5fa.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Protec'}, {'name': 'Assembled Product Weight', 'value': '0.24 Pounds'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '7.20 x 1.35 x 3.00 Inches'}]",,https://www.walmart.com/ip/Protec-Cleaning-Cartridge-1-Each-Pack-of-6/46232148,0,Pharmapacks,"Home Page/Home Improvement/Heating, Cooling, & Air Quality/Air Quality/Humidifiers/All Humidifiers",40,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232173,Unisom SleepMelts Cherry Flavor 24 Each (Pack of 6),38.87,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/3154164f-757e-4735-af6f-8ebbd966afd3_1.87907bf7c553226ea643d661ead2fc58.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Unisom'}, {'name': 'Assembled Product Weight', 'value': '0.54 Pounds'}]",,https://www.walmart.com/ip/Unisom-SleepMelts-Cherry-Flavor-24-Each-Pack-of-6/46232173,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Sleep & Snoring Aids,63,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232192,Tecnu Rash Relief Medicated Anti-Itch Spray 6 oz (Pack of 6),78.24,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/6b130d85-92f8-4a87-9612-70eaa6213306_1.d169e34c8c51e21da14f9aea13842be2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Condition', 'value': 'New'}, {'name': 'Brand', 'value': 'Tecnu'}, {'name': 'Assembled Product Weight', 'value': '2.7 Pounds'}]",,https://www.walmart.com/ip/Tecnu-Rash-Relief-Medicated-Anti-Itch-Spray-6-oz-Pack-of-6/46232192,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,16,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232195,Rompe Pecho CF Cough Syrup 6 oz (Pack of 6),45.04,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/00a258e9-4074-497e-a1df-902dda490f5a_1.32b9e4d88faec64bafed4d20721fc099.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Rompe Pecho'}]",,https://www.walmart.com/ip/Rompe-Pecho-CF-Cough-Syrup-6-oz-Pack-of-6/46232195,0,Pharmapacks,"Home Page/Health/Medicine Cabinet/Cough, Cold & Flu",92,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232315,ASPERCREME Pain Relieving Lotion 6 oz (Pack of 6),35.12,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/12016040-111c-4201-816b-c7400d82362a_1.ed323f23037f8140303cae2767ddc616.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Condition', 'value': 'New'}, {'name': 'Brand', 'value': 'Aspercreme'}, {'name': 'Assembled Product Weight', 'value': '2.76 Pounds'}]",,https://www.walmart.com/ip/ASPERCREME-Pain-Relieving-Lotion-6-oz-Pack-of-6/46232315,2,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,177,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232318,REFRESH Classic Lubricant Eye Drops Single-Use Containers 50 Each (Pack of 2),36.6,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/989bca89-11c3-4c78-ad83-a4c96fefc9c1_1.2363f86e95e150237d45e3a48df03e40.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Refresh'}, {'name': 'Assembled Product Weight', 'value': '0.42 Pounds'}]",,https://www.walmart.com/ip/REFRESH-Classic-Lubricant-Eye-Drops-Single-Use-Containers-50-Each-Pack-of-2/46232318,1,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,42,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232356,CLARITIN 24-Hour Allergy Liqui-Gels 30 ea (Pack of 3),74.19,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/3ab0f478-a5d3-4ca6-a9ef-1e6d23a2d67e_1.c656006f9e35e3a591c55276cb65bfbd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Claritin'}]",,https://www.walmart.com/ip/CLARITIN-24-Hour-Allergy-Liqui-Gels-30-ea-Pack-of-3/46232356,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Allergy,24,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232429,COLD-EEZE Oral Spray Natural Cherry 0.76 oz (Pack of 6),63.32,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/6dabce9e-9d18-4789-938f-9913d691156d_1.4f3d5f2503752643a0eb9837184aa9b5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Cold-EEZE'}, {'name': 'Assembled Product Weight', 'value': '0.9372 Pounds'}]",,https://www.walmart.com/ip/COLD-EEZE-Oral-Spray-Natural-Cherry-0.76-oz-Pack-of-6/46232429,0,Pharmapacks,"Home Page/Health/Medicine Cabinet/Cough, Cold & Flu",28,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232438,Ecotrin 81 mg Low Strength Tablets 365 ea (Pack of 2),24.19,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/b3cefccf-6c03-4a4b-b96f-6ac440b1ce79_1.cf5bf07600a5db1134102e360b4eab28.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Ecotrin'}, {'name': 'Assembled Product Weight', 'value': '0.6 Pounds'}]",,https://www.walmart.com/ip/Ecotrin-81-mg-Low-Strength-Tablets-365-ea-Pack-of-2/46232438,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232534,Bausch & Lomb Muro 128 Solution 5% 30 mL (Pack of 3),80.63,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/ad0bc247-48db-487e-9c44-488cd95819e9_1.6b84ed9d4e8ec89d83ae04b0d772a003.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Bausch + Lomb'}, {'name': 'Assembled Product Weight', 'value': '0.36 Pounds'}]",,https://www.walmart.com/ip/Bausch-Lomb-Muro-128-Solution-5-30-mL-Pack-of-3/46232534,0,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,33,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232558,"MONISTAT 7 Triple Action System, Combination Pack, 7-day Treatment 1 ea (Pack of 6)",80.47,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/f153a3b0-d41d-44d5-85ec-95d81178c2eb_1.7f0cc9604f4ce9552958a94f31412527.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Monistat'}, {'name': 'Assembled Product Weight', 'value': '2.25 Pounds'}]",,https://www.walmart.com/ip/MONISTAT-7-Triple-Action-System-Combination-Pack-7-day-Treatment-1-ea-Pack-of-6/46232558,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,25,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232586,Betadine Solution 8 oz (Pack of 3),45.36,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/e836ee25-a9f3-43be-9c65-5096951477a0_1.35fda26be8adc7e207c010ece14a7d8b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'BETADINE'}, {'name': 'Assembled Product Weight', 'value': '1.92 Pounds'}]",,https://www.walmart.com/ip/Betadine-Solution-8-oz-Pack-of-3/46232586,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,25,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232719,Mobisyl Creme 8 oz (Pack of 2),30.75,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/ecc09c0f-dcd7-4052-8875-3b07182ebcd2_1.cc477d852ada105c142e6ac65a0ca258.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Condition', 'value': 'New'}, {'name': 'Brand', 'value': 'MOBISYL'}, {'name': 'Assembled Product Weight', 'value': '1.32 Pounds'}]",,https://www.walmart.com/ip/Mobisyl-Creme-8-oz-Pack-of-2/46232719,2,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,70,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232734,"Konsyl Orange Flavor Psyllium Fiber Sugar Free Powder, 450 g (Pack of 2)",25.67,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/350650bc-ce8d-4ee2-a2e9-9602df32df56_1.da6b90a9176390f7bcfa6347c63ec1c4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Konsyl'}]",,https://www.walmart.com/ip/Konsyl-Orange-Flavor-Psyllium-Fiber-Sugar-Free-Powder-450-g-Pack-of-2/46232734,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,23,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232762,Stopain Extra Strength Roll-On 3 oz (Pack of 6),58.94,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/8411b143-7602-4d58-8e48-8ef2f49d9e20_1.cbde79016c1dcf8c9522f89cabd624da.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Stopain'}, {'name': 'Assembled Product Weight', 'value': '1.68 Pounds'}]",,https://www.walmart.com/ip/Stopain-Extra-Strength-Roll-On-3-oz-Pack-of-6/46232762,1,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,108,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232797,SinuCleanse Neti Pot 1 Each (Pack of 6),61.94,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/24ae314d-bb54-4046-a92b-5b2dd683f81e_1.a0acc1486edb6dcdf0c5faba03c13235.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'SINUCLEANSE'}]",,https://www.walmart.com/ip/SinuCleanse-Neti-Pot-1-Each-Pack-of-6/46232797,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Allergy,15,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232805,"K-Y Love Sensuality Couples Pleasure Gel Intimate Lubricant, 1.69 oz (Pack of 6)",57.71,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/d1f56296-3065-49f6-9cf8-c48eb60b0827_1.c384a5b680ad6a4e1ca47f383bcf0374.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Condition', 'value': 'New'}, {'name': 'manufacturer_part_number', 'value': 'K-Y'}, {'name': 'Brand', 'value': 'K-Y'}, {'name': 'Assembled Product Weight', 'value': '1.02 Pounds'}]",,https://www.walmart.com/ip/K-Y-Love-Sensuality-Couples-Pleasure-Gel-Intimate-Lubricant-1.69-oz-Pack-of-6/46232805,26,Pharmapacks,Home Page/Health/Medicine Cabinet/Sexual Wellness,28,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232863,NeilMed Clear Canal Ear Wax Removal Complete Kit 1 kit (Pack of 6),78.35,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/9e0d7ed4-7bdf-4617-b620-715ca1c646f0_1.e4c5031ac707ac2ed4b09845ef20b799.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Neilmed'}, {'name': 'Assembled Product Weight', 'value': '2.82 Pounds'}]",,https://www.walmart.com/ip/NeilMed-Clear-Canal-Ear-Wax-Removal-Complete-Kit-1-kit-Pack-of-6/46232863,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Ear Care,29,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232902,Pepcid AC Tablets Original Strength 90 Tablets (Pack of 2),45.68,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/6bddec82-1e4a-4062-b938-b69920cd5a1f_1.5715cac1b0f87a76ff6ee947c03617e9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Pepcid'}, {'name': 'Assembled Product Weight', 'value': '0.1876 Pounds'}]",,https://www.walmart.com/ip/Pepcid-AC-Tablets-Original-Strength-90-Tablets-Pack-of-2/46232902,36,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,39,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
46232957,Columbia Antiseptic Powder 6 oz (Pack of 6),56.32,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/f5b7cffe-5056-4d4c-bf1e-964a3ed29328_1.b4df1d71dad14151cae55652c7199d4b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Condition', 'value': 'New'}, {'name': 'Brand', 'value': 'Columbia'}, {'name': 'Assembled Product Weight', 'value': '2.64 Pounds'}]",,https://www.walmart.com/ip/Columbia-Antiseptic-Powder-6-oz-Pack-of-6/46232957,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,26,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
